==== Model Run Details ====
Dataset: newstitlesentiment
Model type: lstm
Activation: relu
Block init fn: sparse
Train batch size: 128
Test batch size: 128
Epochs: 50
Decay epochs: [20, 40]
Decay scalar: 0.1
Hidden size: 128
Bidirectional: True
Number of layers: 3
L2 regularization: 0.0001
Learning rate: 0.01
Trials: 3
==========================


--- Trial 1/3 ---
Epoch 1: TrainLoss=0.0192, TestLoss=0.0195, Test RMSE=0.1398
Epoch 24: TrainLoss=0.0189, TestLoss=0.0205, Test RMSE=0.1432
Epoch 25: TrainLoss=0.0189, TestLoss=0.0202, Test RMSE=0.1420
Epoch 26: TrainLoss=0.0188, TestLoss=0.0202, Test RMSE=0.1420
Epoch 27: TrainLoss=0.0188, TestLoss=0.0206, Test RMSE=0.1435
Epoch 28: TrainLoss=0.0189, TestLoss=0.0199, Test RMSE=0.1411
Epoch 29: TrainLoss=0.0189, TestLoss=0.0197, Test RMSE=0.1402
Epoch 30: TrainLoss=0.0189, TestLoss=0.0201, Test RMSE=0.1417
Epoch 31: TrainLoss=0.0189, TestLoss=0.0199, Test RMSE=0.1411
Epoch 32: TrainLoss=0.0191, TestLoss=0.0199, Test RMSE=0.1411
Epoch 33: TrainLoss=0.0188, TestLoss=0.0197, Test RMSE=0.1404
Epoch 34: TrainLoss=0.0188, TestLoss=0.0198, Test RMSE=0.1408
Epoch 35: TrainLoss=0.0188, TestLoss=0.0197, Test RMSE=0.1405
Epoch 36: TrainLoss=0.0188, TestLoss=0.0196, Test RMSE=0.1399
Epoch 37: TrainLoss=0.0188, TestLoss=0.0197, Test RMSE=0.1402
Epoch 38: TrainLoss=0.0188, TestLoss=0.0197, Test RMSE=0.1403
Epoch 39: TrainLoss=0.0188, TestLoss=0.0196, Test RMSE=0.1401
Epoch 40: TrainLoss=0.0191, TestLoss=0.0201, Test RMSE=0.1417
Epoch 41: TrainLoss=0.0186, TestLoss=0.0196, Test RMSE=0.1400
Epoch 42: TrainLoss=0.0186, TestLoss=0.0196, Test RMSE=0.1401
Epoch 43: TrainLoss=0.0186, TestLoss=0.0197, Test RMSE=0.1405
Epoch 44: TrainLoss=0.0187, TestLoss=0.0196, Test RMSE=0.1399
Epoch 45: TrainLoss=0.0187, TestLoss=0.0196, Test RMSE=0.1402
Epoch 46: TrainLoss=0.0187, TestLoss=0.0196, Test RMSE=0.1401
Epoch 47: TrainLoss=0.0186, TestLoss=0.0196, Test RMSE=0.1400
Epoch 48: TrainLoss=0.0187, TestLoss=0.0196, Test RMSE=0.1399
Epoch 49: TrainLoss=0.0186, TestLoss=0.0196, Test RMSE=0.1402
Epoch 50: TrainLoss=0.0186, TestLoss=0.0196, Test RMSE=0.1400
Trial 3/3: FinalEpochScore=0.1400, BestEpochScore=0.1398

==== FINAL SUMMARY ====
Test RMSE over 3 trials (final epoch): Mean=0.1399, Std=0.0001
Test RMSE over 3 trials (best epoch): Mean=0.1398, Std=0.0000
